iteration localSeedProduced height_star sumTrunkArea totalDensity
700 0 0.0524156 2.11101 1621.12
701 0 0.052416 2.10886 1618.96
702 0 0.0524164 2.10671 1616.8
703 0 0.0524169 2.10456 1614.65
704 0 0.0524173 2.10241 1612.49
705 0 0.0524177 2.10026 1610.34
706 0 0.0524181 2.09812 1608.2
707 0 0.0524185 2.09597 1606.05
708 0 0.052419 2.09383 1603.91
709 0 0.0524194 2.09169 1601.77
710 0 0.0524198 2.08956 1599.64
711 0 0.0524202 2.08742 1597.5
712 0 0.0524207 2.08529 1595.37
713 0 0.0524211 2.08316 1593.25
714 0 0.0524215 2.08103 1591.12
715 0 0.0524219 2.0789 1589
716 0 0.0524223 2.07678 1586.88
717 0 0.0524228 2.07466 1584.77
718 0 0.0524232 2.07254 1582.65
719 0 0.0524236 2.07042 1580.54
720 0 0.052424 2.0683 1578.44
721 0 0.0524245 2.06619 1576.33
722 0 0.0524249 2.06407 1574.23
723 0 0.0524253 2.06196 1572.13
724 0 0.0524257 2.05985 1570.03
725 0 0.0524261 2.05775 1567.94
726 0 0.0524266 2.05564 1565.85
727 0 0.052427 2.05354 1563.76
728 0 0.0524274 2.05144 1561.68
729 0 0.0524278 2.04934 1559.59
730 0 0.0524283 2.04724 1557.52
731 0 0.0524287 2.04515 1555.44
732 0 0.0524291 2.04305 1553.36
733 0 0.0524295 2.04096 1551.29
734 0 0.0524299 2.03887 1549.23
735 0 0.0524304 2.03678 1547.16
736 0 0.0524308 2.0347 1545.1
737 0 0.0524312 2.03261 1543.04
738 0 0.0524316 2.03053 1540.98
739 0 0.052432 2.02845 1538.92
740 0 0.0524325 2.02638 1536.87
741 0 0.0524329 2.0243 1534.82
742 0 0.0524333 2.02223 1532.78
743 0 0.0524337 2.02015 1530.73
744 0 0.0524342 2.01808 1528.69
745 0 0.0524346 2.01602 1526.65
746 0 0.052435 2.01395 1524.62
747 0 0.0524354 2.01189 1522.59
748 0 0.0524358 2.00982 1520.56
749 0 0.0524363 2.00776 1518.53
750 0 0.0524367 2.0057 1516.5
